question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
Can you provide me with the status of Hengda He's reimbursement in CONCUR? The amount is 3037.81 and it shows as pending approval. Thank you!,asking for individual status,,Report is pending Theresa Mckenzie's approval. Thank you,Valid,
"I was approved for a Cash Advance for research travel for Per Diem expenses. Do I need to collect receipts from my trip to reconcile the report once I return, considering that I am traveling to Africa where receipts are often not issued?",in-scope,,Receipts are not required when claiming a per Diem,Valid,
"What itemization expense types should Kathryn use for a Group Meal expense?

1. There was a ""room fee"" for the use of a room. What expense type does this fall under?
2. The restaurant charged a fee for paying by credit card. Which expense type should this be categorized as?",in-scope,,"Hi Kathryn,
I would either factor it in as part of the cost of the meal or meal - segregated for both cases. Also, its would be a good idea to explain on the comments field that there's no specific expense type for the fees.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
"I need to help one of our students who is registering for a conference at the end of June. If she charges the package deal for registration, meals, and accommodations to her personal credit card, can she get a full reimbursement in advance, or will she have to wait until after the meeting since it includes accommodations?",in-scope,,"Carol,
The only expenses that can be reimbursed before the trip end date are airfare and reistration fee
Thanks",Valid,
"For the UNI: mh61 Hotel Expense, the transaction date on the details tab should reflect when the credit card was charged. Additionally, should the itemized transaction dates reflect the actual night of the stay rather than all showing the same date?",in-scope,,"On the details tab of the expense the transaction date should be the date the credit card was charged (date the individual checked out of the hotel in this case). On the itemizations tab, the transaction dates for each itemization line should correspond to that night's date (so they should not all be 12/5).",Valid,
I submitted an expense report on behalf of my supervisor Dr. Robert Wechsler-Reya on Concur. The expense report is titled 'PNOC/SNO Conference 11/2023' and the amount he was supposed to receive was $1534.60. He hasn't received this payment. Can you let me know what happened?,asking for individual status,,"We will be closing this Incident, as Central AP is addressing this inquiry with you over email copy of corresponding email attached. Please follow-up via the email that was sent to you. Thank you. ",Solved Offline,
"I can't find this guest, Andrew Seaton, on Concur. Can you help me please?",asking for individual status,,"The reason this vendor is not appearing in Concur is that their default payment method is WIRE. Wires cannot be paid through Concur. Instead, enter a voucher in ARC, attaching the Wire Request form as one of the supporting documents. ",Valid,
"The Vendor ID 0000260769 does not show up in Concur, and since the vendor's default payment method is WIRE, the payment cannot be processed through Concur. What should I do?",in-scope,,Vendor's default payment method is WIRE so the payment cannot be processed through Concur. Instead it should be entered in ARC as a voucher with the Wire Request Form uploaded as one of the supporting documents.,Valid,
"Bernhard Gruber (supplier ID 0000242502) is not coming up in Concur, but his Supplier ID is available in ARC for voucher payments. How can I proceed to reimburse him for travel via Concur?",in-scope,,"Must go through ARC since the vendor classification is ""supplier."" Provided instructions to enter voucher in ARC.",Valid,
I'm trying to log into Concur but I'm encountering an error with both the university/password and email/login attempts. Could anyone assist with the correlation ID 98dd8a124890938143bff0c5ce7a7257? I really need access as I handle most of my work through Concur.,in-scope,,Please see email,Solved Offline,
"I'm having trouble submitting my expense report in Concur. Initially, I was able to submit it, but after it was sent back for more information, I'm now getting an error about amounts being over the limit. My report number is 13ZRAY, and I've been trying to submit this for several months. Is there any way to push this report through?",asking for individual status,,"Re[ort submitted
No error",Indirect Answer,
I recently asked for information about submitting a Concur reimbursement for an alumna. I was told someone from my department needs to add her back into the system to use PaymentWorks. Can you help me understand how this works?,in-scope,,"They don't need to add them back into the system before you use PaymentWorks, you or someone in your department has to send them a PaymentWorks invite so that they can fill out the registration in order to get a new vendor ID so that you can process their payment. You can find instructions for sending the invite here: https://www.finance.columbia.edu/content/schools-and-departments-0 there are several links under the Training header. the second link shows you how to send them the invitation.
Once the invitation is sent, the vendor has to complete the registration and submit it for Vendor Management review. If Vendor Management needs anything they will contact the vendor directly. After all information is obtained and reviewed vendor management will issue a new vendor ID and you can submit for reimbursement via concur as a non profile payee expense report. Instructions for this expense report can be found on page 3 under the header: Creating an Expense Report on behalf of a Guest or Student: https://travel-expense.finance.columbia.edu/sites/default/files/content/Finance%20Training/Job%20Aids/Job_Aid_Concur_Creating_Expense_Reports.pdf
Thanks.",Valid,
