question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
What is the per diem policy for meals during domestic travel for a conference?,in scope,,"Per the travel policy:


https://universitypolicies.columbia.edu/content/travel-expense-policy


Business Meals are reimbursed on an actual or per diem basis and include:

The cost of breakfast, lunch or dinner eaten by an individual traveler while away from the University on approved business travel.
Reasonable and necessary meal expenses for business meetings involving only University personnel and students during which focused business discussions take place. The frequency of such meetings and the related expenses must be reasonable and appropriate to the purpose of the discussion and the nature of the business conducted. Such meetings include:
Breakfast, lunch and dinner meetings which are necessary to conduct University business.
Formally organized meetings which are necessary to carry out the business of official committees appointed by the University, School or Department.
Meetings of an organized work group of employees or students that require the work of the group to progress through normal meal time.
Reasonable and necessary meal expenses for peer groups for research collaboration or administrative meetings during which focused business discussions take place.
                                                  

Except under rare circumstances, these meals to be reimbursed or meals to be paid via invoice directly to the vendor should not exceed the following thresholds, excluding tips and tax:

Up to $25 for breakfast
Up to $35 for lunch
Up to $75 for dinner
Please Note: Tips/Gratuities in excess of 20 percent will not be reimbursed.

Senior Business Officer approval is required when business meal expenses exceed the individual pre-tip, pre-tax meal thresholds ($25 for breakfast, $35 for lunch, $75 for dinner) and the amount over the threshold must be segregated.                                                                         
These thresholds are not per diems, and should not be charged as such. Travelers must submit individual receipts showing the actual cost of each meal.",,
"My project, GT007986, is not appearing in Concur. Can anyone help me resolve this?",asking for individual status/ capability limitation,,In need of FY25 budget.,,
How should I handle the hotel conversion that exceeds the percentage threshold for manual changes to the exchange rate? Mimian is getting an error and needs to enter the difference between the folio and the credit card amount charged.,asking for individual status/ capability limitation,,"As Chase was most helpful in providing the currency conversion for the traveler, then the amounts paid in USD should be utilized and not Armenian Dram. Hence, the hotel total of $754.04 USD should be divided by the number of hotel nights (in order to get the per night total) and the $20.60 USD should be entered for the transportation. As this is the amount that was the traveler spent.",,
"I'm trying to submit a hotel reimbursement, but I'm receiving an error that states the cost exceeds the minimum of $350.00 per night. However, my cost was only $129.00. What does the error message about itemized entries with exceptions mean?",asking for individual status/ capability limitation,,Entered a comment/justification under the itemization line.,,
I've received a report alert stating that a non-profiled payee report has expenses allocated to sponsored funds and will require initial reviewer approval. What does this mean?,asking for individual status/ capability limitation,,This is a reminder/informational alert. Jeannette was able to submit.,,
"I'm trying to finalize an expense report as a delegate for an employee, Alece I. Oxendine, who no longer works at Columbia University. How can I submit the expense report?",asking for individual status/ capability limitation,,Employee access to login to Concur remains active for 45 days after their termination date in PAC so Alece should be able to login to Concur and the submit the report themself.,,
"Could you please provide me with the supporting documents that were uploaded onto report key# 45083 for Walton, Anna-Louise? I need some information from the report for FY24 closing. Thank you.",asking for individual status/ capability limitation,,Document attached,,
"I'm stuck waiting for Susan's approval on the cash advance request for UNI: sm4680, but she is no longer approving. Should I recall the request and resubmit? Christian Molina can select one of the other two SBOs: ps2868 or cck12.",asking for individual status/ capability limitation,,"Stuck pending Susan's approval but she is no longer approving.
Recall the request and resubmit. Christian Molina can select one of the other two SBOs: ps2868 or cck12.",,
I would like to inquire about cash Advance Request ID: 4TJF.,asking for individual status/ capability limitation,,"Assisted in clearing red alert 
Cash advance Request ID :  4TJF  is now submitted",,
"I need to delete the receipt for the airfare expense on 5/18, but Concur is displaying all the receipts for all the line items, and I can't delete that one receipt. Could you provide some guidance?",in scope,,"Hi Qiao,
Thank you for confirming.
Unfortunately Concur support did not provide an useful alternative beside deleting and reentering the charge.

Sorry for the incontinence.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",,
Can you clarify the meal and hotel threshold for expenses?,in scope,,"The business meals threshold excluding tip and taxes is
Up to $25 for breakfast
Up to $35 for lunch
Up to $75 for dinner

The cost of a hotel stay in the US should not exceed $350 per night (excluding taxes). International travelers should obtain room rates that do not exceed $400 per night (US dollars, excluding taxes). Lodging costs in excess of $350 per night in the US and $400 per night in an International location (by no more than 50%) requires payee justification and Financial Approval. Additionally, lodging costs in excess of $525 per night in the US and $600 per night in an International location (more than 50%) requires Senior Business Officer approval.



If a conference is held in a hotel where the rate exceeds these amounts, please attach the conference flyer identifying the location of the conference and the offered hotel accommodations. If traveling on a sponsored project that is subject to GSA rates for lodging, the cost of a hotel above this amount must be segregated to the appropriate account.
",,
